Fecha|Descripcion|Retiro|Abono
06/09/2013|      0003052013 DEP DOCUMENTOS BNM  3052013 SUC. DEPOSIT AUT.00858212||1,000.00
06/09/2013|      0105092013 DEP DOCUMENTOS BNM  105092013 SUC. DEPOS AUT.00858215||4,400.90
06/09/2013|      0305092013 DEP DOCUMENTOS BNM  305092013 SUC. DEPOS AUT.00858224||7,791.48
06/09/2013|      0705092013 DEP DOCUMENTOS BNM  705092013 SUC. DEPOS AUT.00858231||8,896.24
06/09/2013|      0205092013 DEP DOCUMENTOS BNM  205092013 SUC. DEPOS AUT.00858244||41,220.24
06/09/2013|      0000000734 CARGO X DEV CHQ BNM 734                  AUT.00858268|8,904.17|
06/09/2013|      0000001052 DEV.CHQ.DEP.FIR.NUME                     AUT.00593047|1,617.01|
06/09/2013|P INT 0012345    DEP ELECT DEL DIA TRASP BTE CONCENTRA    AUT.00133885|67,846.46|
06/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. INDUST XALOSTO AUT.00664024||503.25
06/09/2013|      0000000000 DEP CHEQUE BNM      503.25               AUT.00664024||0.00
06/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. INDUST XALOSTO AUT.00664028||650.00
06/09/2013|      0000000000 DEP CHEQUE BNM      650.00               AUT.00664028||0.00
06/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. INDUST XALOSTO AUT.00664031||932.40
06/09/2013|      0000000000 DEP CHEQUE BNM      932.40               AUT.00664031||0.00
06/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. INDUST XALOSTO AUT.00664034||1,101.88
06/09/2013|      0000000000 DEP CHEQUE BNM      1,101.88             AUT.00664034||0.00
09/09/2013|      0306092013 DEP DOCUMENTOS BNM  306092013 SUC. DEPOS AUT.00852015||2,500.00
09/09/2013|      0106092013 DEP DOCUMENTOS BNM  106092013 SUC. DEPOS AUT.00852018||13,682.49
09/09/2013|      0706092013 DEP DOCUMENTOS BNM  706092013 SUC. DEPOS AUT.00852035||18,681.92
09/09/2013|      0306092013 DEP DOCUMENTOS BNM  306092013 SUC. DEPOS AUT.00852066||21,168.96
09/09/2013|      0000000035 CARGO X DEV CHQ BNM 35                   AUT.00852068|285.00|
09/09/2013|      0206092013 DEP DOCUMENTOS BNM  206092013 SUC. DEPOS AUT.00852077||260,001.17
09/09/2013|      0000001124 CARGO X DEV CHQ BNM 1124                 AUT.00852097|2,502.83|
09/09/2013|      0307092013 DEP DOCUMENTOS BNM  307092013 SUC. DEPOS AUT.00860249||700.00
09/09/2013|      0207092013 DEP DOCUMENTOS BNM  207092013 SUC. DEPOS AUT.00860252||2,903.00
09/09/2013|      0707092013 DEP DOCUMENTOS BNM  707092013 SUC. DEPOS AUT.00860257||3,450.24
09/09/2013|      0307092013 DEP DOCUMENTOS BNM  307092013 SUC. DEPOS AUT.00860264||8,242.31
09/09/2013|      0107092013 DEP DOCUMENTOS BNM  107092013 SUC. DEPOS AUT.00860275||9,101.92
09/09/2013|      0000000451 CARGO X DEV CHQ BNM 451                  AUT.00860272|1,277.64|
09/09/2013|P INT 0012345    DEP ELECT DEL DIA TRASP BTE CONCENTRADOR AUT.00128770|336,366.54|
09/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. NUEVA MISTERIO AUT.00873194||19,868.31
09/09/2013|      0000000000 DEP CHEQUE BNM      19,868.31            AUT.00873194||0.00
09/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. NUEVA MISTERIO AUT.00873196||7,700.66
09/09/2013|      0000000000 DEP CHEQUE BNM      7,700.66             AUT.00873196||0.00
09/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. NUEVA MISTERIO AUT.00873198||5,070.00
09/09/2013|      0000000000 DEP CHEQUE BNM      5,070.00             AUT.00873198||0.00
09/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. NUEVA MISTERIO AUT.00873200||1,000.00
09/09/2013|      0000000000 DEP CHEQUE BNM      1,000.00             AUT.00873200||0.00
09/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. NUEVA MISTERIO AUT.00873204||507.00
09/09/2013|      0000000000 DEP CHEQUE BNM      507.00               AUT.00873204||0.00
10/09/2013|      0109092013 DEP DOCUMENTOS BNM  109092013 SUC. DEPOS AUT.00858863||2,469.20
10/09/2013|      0007092013 DEP DOCUMENTOS BNM  7092013 SUC. DEPOSIT AUT.00858870||5,301.68
10/09/2013|      0003092013 DEP DOCUMENTOS BNM  3092013 SUC. DEPOSIT AUT.00858883||7,744.08
10/09/2013|      0003092013 DEP DOCUMENTOS BNM  3092013 SUC. DEPOSIT AUT.00858888||15,370.81
10/09/2013|      0002092013 DEP DOCUMENTOS BNM  2092013 SUC. DEPOSIT AUT.00858893||47,815.26
10/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. SAN JUANICO ED AUT.00727630||5,910.00
10/09/2013|      0000000000 DEP CHEQUE BNM      5,910.00             AUT.00727630||0.00
10/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. SAN JUANICO ED AUT.00727632||676.00
10/09/2013|      0000000000 DEP CHEQUE BNM      676.00               AUT.00727632||0.00
10/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. SAN JUANICO ED AUT.00727634||1,500.00
10/09/2013|      0000000000 DEP CHEQUE BNM      1,500.00             AUT.00727634||0.00
10/09/2013|P INT 0012345    DEP ELECT DEL DIA TRASP BTE CONCENTRADOR AUT.00102753|78,701.03|
10/09/2013|      0000000000 RETIRO X INSTRUCC D  SUC. DEPOSITO ELECT AUT.00747481|688.00|
11/09/2013|      0110092013 DEP DOCUMENTOS BNM  110092013 SUC. DEPOS AUT.00851795||1,303.04
11/09/2013|      0710092013 DEP DOCUMENTOS BNM  710092013 SUC. DEPOS AUT.00851800||11,950.00
11/09/2013|      0110092013 DEP DOCUMENTOS BNM  110092013 SUC. DEPOS AUT.00851815||52,632.34
11/09/2013|      0000000186 CARGO X DEV CHQ BNM 186                  AUT.00851843|1,800.00|
11/09/2013|      0210092013 DEP DOCUMENTOS BNM  210092013 SUC. DEPOS AUT.00851854||66,846.63
11/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. TORRES LINDAVI AUT.00374566||6,323.84
11/09/2013|      0000000000 DEP CHEQUE BNM      6,323.84             AUT.00374566||0.00
11/09/2013|P INT 0012345    DEP ELECT DEL DIA TRASP BTE CONCENTRADOR AUT.00064905|130,932.01|
11/09/2013|      0000000000 RETIRO X INSTRUCC D  SUC. DEPOSITO ELECT AUT.00720108|110.08|
12/09/2013|      0111092013 DEP DOCUMENTOS BNM  111092013 SUC. DEPOS AUT.00851857||1,000.00
12/09/2013|      0711092013 DEP DOCUMENTOS BNM  711092013 SUC. DEPOS AUT.00851860||3,226.00
12/09/2013|      0311092013 DEP DOCUMENTOS BNM  311092013 SUC. DEPOS AUT.00851867||5,218.52
12/09/2013|      0311092013 DEP DOCUMENTOS BNM  311092013 SUC. DEPOS AUT.00851876||28,470.45
12/09/2013|      0211092013 DEP DOCUMENTOS BNM  211092013 SUC. DEPOS AUT.00851893||46,624.31
12/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. INDUST XALOSTO AUT.00667247||601.64
12/09/2013|      0000000000 DEP CHEQUE BNM      601.64               AUT.00667247||0.00
12/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. INDUST XALOSTO AUT.00667249||1,000.00
12/09/2013|      0000000000 DEP CHEQUE BNM      1,000.00             AUT.00667249||0.00
12/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. INDUST XALOSTO AUT.00667252||872.00
12/09/2013|      0000000000 DEP CHEQUE BNM      872.00               AUT.00667252||0.00
12/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. INDUST XALOSTO AUT.00667254||1,230.32
12/09/2013|      0000000000 DEP CHEQUE BNM      1,230.32             AUT.00667254||0.00
12/09/2013|      0000001421 DEV.CHQ.DEP.FIR.NUME                     AUT.00592606|1,200.00|
12/09/2013|P INT 0012345    DEP ELECT DEL DIA TRAQSP BTE CONCENTRADO AUT.00130803|85,539.28|
13/09/2013|      0312092013 DEP DOCUMENTOS BNM  312092013 SUC. DEPOS AUT.00857647||676.00
13/09/2013|      0112092013 DEP DOCUMENTOS BNM  112092013 SUC. DEPOS AUT.00857650||7,733.84
13/09/2013|      0712092013 DEP DOCUMENTOS BNM  712092013 SUC. DEPOS AUT.00857665||8,880.00
13/09/2013|      0212092013 DEP DOCUMENTOS BNM  212092013 SUC. DEPOS AUT.00857672||80,619.16
13/09/2013|      0000000656 CARGO X DEV CHQ BNM 656                  AUT.00857694|6,885.30|
13/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. LA VILLA DF    AUT.00047430||348.92
13/09/2013|      0000000000 DEP CHEQUE BNM      348.92               AUT.00047430||0.00
13/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. LA VILLA DF    AUT.00047432||371.80
13/09/2013|      0000000000 DEP CHEQUE BNM      371.80               AUT.00047432||0.00
13/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. LA VILLA DF    AUT.00047435||1,000.00
13/09/2013|      0000000000 DEP CHEQUE BNM      1,000.00             AUT.00047435||0.00
13/09/2013|P INT 0012345    DEP ELECT DEL DIA TRASP BTE CONCENTRADOR AUT.00210551|91,023.70|
13/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. INDUST XALOSTO AUT.00669091||1,365.52
13/09/2013|      0000000000 DEP CHEQUE BNM      1,365.52             AUT.00669091||0.00
17/09/2013|      0313092013 DEP DOCUMENTOS BNM  313092013 SUC. DEPOS AUT.00852075||5,002.40
17/09/2013|      0713092013 DEP DOCUMENTOS BNM  713092013 SUC. DEPOS AUT.00852078||23,095.22
17/09/2013|      0213092013 DEP DOCUMENTOS BNM  213092013 SUC. DEPOS AUT.00852105||148,240.26
17/09/2013|      0113092013 DEP DOCUMENTOS BNM  113092013 SUC. DEPOS AUT.00852239||5,495.88
17/09/2013|      0214092013 DEP DOCUMENTOS BNM  214092013 SUC. DEPOS AUT.00865008||800.00
17/09/2013|      0214092013 DEP DOCUMENTOS BNM  214092013 SUC. DEPOS AUT.00865011||6,579.47
17/09/2013|      0714092013 DEP DOCUMENTOS BNM  714092013 SUC. DEPOS AUT.00865020||12,312.12
17/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. SAN JUANICO ED AUT.00729599||4,400.76
17/09/2013|      0000000000 DEP CHEQUE BNM      4,400.76             AUT.00729599||0.00
17/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. SAN JUANICO ED AUT.00729601||1,480.44
17/09/2013|      0000000000 DEP CHEQUE BNM      1,480.44             AUT.00729601||0.00
17/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. SAN JUANICO ED AUT.00729603||1,200.00
17/09/2013|      0000000000 DEP CHEQUE BNM      1,200.00             AUT.00729603||0.00
17/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. SAN JUANICO ED AUT.00729605||2,284.88
17/09/2013|      0000000000 DEP CHEQUE BNM      2,284.88             AUT.00729605||0.00
17/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. SAN JUANICO ED AUT.00729607||1,216.80
17/09/2013|      0000000000 DEP CHEQUE BNM      1,216.80             AUT.00729607||0.00
17/09/2013|      0000003835 DEV.CHQ.DEP.FIR.NUME                     AUT.02848487|30,800.00|
17/09/2013|P INT 0012345    DEP ELECT DEL DIA TRASP BTE CONCENTRADOR AUT.00175207|201,525.35|
17/09/2013|P INT 0012345    CHEQS RECUPERADOS Y CAJA 4 HIDRO         AUT.00185636|118,689.12|
18/09/2013|      0317092013 DEP DOCUMENTOS BNM  317092013 SUC. DEPOS AUT.00851593||4,867.05
18/09/2013|      0317092013 DEP DOCUMENTOS BNM  317092013 SUC. DEPOS AUT.00851606||16,121.78
18/09/2013|      0217092013 DEP DOCUMENTOS BNM  217092013 SUC. DEPOS AUT.00851631||47,877.54
18/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. SAN JUANICO ED AUT.00730113||2,502.83
18/09/2013|      0000000000 DEP CHEQUE BNM      2,502.83             AUT.00730113||0.00
18/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. SAN JUANICO ED AUT.00730115||8,251.64
18/09/2013|      0000000000 DEP CHEQUE BNM      8,251.64             AUT.00730115||0.00
18/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. SAN JUANICO ED AUT.00730120||1,345.24
18/09/2013|      0000000000 DEP CHEQUE BNM      1,345.24             AUT.00730120||0.00
18/09/2013|P INT 0012345    DEP ELECT DEL DIA TRASP BTE CONCENTRAD   AUT.00075466|68,866.37|
19/09/2013|      0318092013 DEP DOCUMENTOS BNM  318092013 SUC. DEPOS AUT.00851944||4,259.84
19/09/2013|      0218092013 DEP DOCUMENTOS BNM  218092013 SUC. DEPOS AUT.00851951||40,528.64
19/09/2013|      0000000170 CARGO X DEV CHQ BNM 170                  AUT.00851950|3,001.44|
19/09/2013|      0318092013 DEP DOCUMENTOS BNM  318092013 SUC. DEPOS AUT.00851982||102,236.55
19/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. SAN JUANICO ED AUT.00730472||500.00
19/09/2013|      0000000000 DEP CHEQUE BNM      500.00               AUT.00730472||0.00
19/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. SAN JUANICO ED AUT.00730474||900.00
19/09/2013|      0000000000 DEP CHEQUE BNM      900.00               AUT.00730474||0.00
19/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. SAN JUANICO ED AUT.00730477||1,543.30
19/09/2013|      0000000000 DEP CHEQUE BNM      1,543.30             AUT.00730477||0.00
19/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. SAN JUANICO ED AUT.00730479||1,798.28
19/09/2013|      0000000000 DEP CHEQUE BNM      1,798.28             AUT.00730479||0.00
19/09/2013|      0418092013 DEP DOCUMENTOS BNM  418092013 SUC. DEPOS AUT.00869477||3,177.20
19/09/2013|P INT 0012345    DEP ELECT DEL DIA TRASP BTE CONCENTRADOR AUT.00150274|144,023.59|
20/09/2013|      0319092013 DEP DOCUMENTOS BNM  319092013 SUC. DEPOS AUT.00851529||1,000.00
20/09/2013|      0031909201 DEP DOCUMENTOS BNM  31909201 SUC. DEPOSI AUT.00851532||2,500.96
20/09/2013|      0719092013 DEP DOCUMENTOS BNM  719092013 SUC. DEPOS AUT.00851537||7,477.80
20/09/2013|      0119092013 DEP DOCUMENTOS BNM  119092013 SUC. DEPOS AUT.00851550||7,875.80
20/09/2013|      0219092013 DEP DOCUMENTOS BNM  219092013 SUC. DEPOS AUT.00851569||29,628.34
20/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. INDUST XALOSTO AUT.00672140||5,042.96
20/09/2013|      0000000000 DEP CHEQUE BNM      5,042.96             AUT.00672140||0.00
20/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. INDUST XALOSTO AUT.00672142||1,183.00
20/09/2013|      0000000000 DEP CHEQUE BNM      1,183.00             AUT.00672142||0.00
20/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. INDUST XALOSTO AUT.00672151||2,503.71
20/09/2013|      0000000000 DEP CHEQUE BNM      2,503.71             AUT.00672151||0.00
20/09/2013|P INT 0012345    DEP ELECT DEL DIA TRASP BTE CONCENTRADOR AUT.00145714|48,482.90|
23/09/2013|      0320092013 DEP DOCUMENTOS BNM  320092013 SUC. DEPOS AUT.00851745||1,100.00
23/09/2013|      0120092013 DEP DOCUMENTOS BNM  120092013 SUC. DEPOS AUT.00851750||4,778.82
23/09/2013|      0720092013 DEP DOCUMENTOS BNM  720092013 SUC. DEPOS AUT.00851759||10,587.99
23/09/2013|      0320092013 DEP DOCUMENTOS BNM  320092013 SUC. DEPOS AUT.00851782||203,123.10
23/09/2013|      0121092013 DEP DOCUMENTOS BNM  121092013 SUC. DEPOS AUT.00860206||2,460.00
23/09/2013|      0721092013 DEP DOCUMENTOS BNM  721092013 SUC. DEPOS AUT.00860209||4,100.40
23/09/2013|      0121092013 DEP DOCUMENTOS BNM  121092013 SUC. DEPOS AUT.00860218||17,234.29
23/09/2013|      0321092013 DEP DOCUMENTOS BNM  321092013 SUC. DEPOS AUT.00860239||40,109.65
23/09/2013|      0000000004 CARGO X DEV CHQ BNM 4                    AUT.00860255|3,300.00|
23/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. TORRES LINDAVI AUT.00381137||750.36
23/09/2013|      0000000000 DEP CHEQUE BNM      750.36               AUT.00381137||0.00
23/09/2013|      0000000000 DEP MIXTO EFVO/DOCT  SUC. TORRES LINDAVI AUT.00381140||1,958.57
23/09/2013|      0000000000 DEP CHEQUE BNM      1,958.57             AUT.00381140||0.00
23/09/2013|P INT 0012345    DEP ELECT DEL DIA TRASP BTE CONCENTRADOR AUT.00090258|280,194.25|
