Cuenta|Fecha de Operación|Referencia|Descripcion|Cod. Transac|Sucursal|Depósitos|Retiros|Saldo|Movimiento|Descripción Detallada
0515492550|04/07/2013|0000000000|GAS METROPOLITANO    07192312C|060|0302|$42,769.06|$0.00|$844,215.46|42455| 

0515492550|04/07/2013|0000000000|COMISION             07192312C|600|0302|$0.00|$812.61|$843,402.85|42456| 

0515492550|04/07/2013|0000000000|IVA COMISION         07192312C|601|0302|$0.00|$130.02|$843,272.83|42457| 

0515492550|04/07/2013|0000000000|GAS METROPOLITANO    07192312D|060|0302|$25,312.27|$0.00|$868,585.10|42458| 

0515492550|04/07/2013|0000000000|COMISION             07192312D|600|0302|$0.00|$202.50|$868,382.60|42459| 

0515492550|04/07/2013|0000000000|IVA COMISION         07192312D|601|0302|$0.00|$32.40|$868,350.20|42460| 

0515492550|04/07/2013|0000000000|GAS METROPOLITANO I  07191552C|060|0302|$333.00|$0.00|$868,683.20|42461| 

0515492550|04/07/2013|0000000000|COMISION             07191552C|600|0302|$0.00|$6.33|$868,676.87|42462| 

0515492550|04/07/2013|0000000000|IVA COMISION         07191552C|601|0302|$0.00|$1.01|$868,675.86|42463| 

0515492550|04/07/2013|0000000000|GAS METROPOLITANO I  07191552D|060|0302|$999.00|$0.00|$869,674.86|42464| 

0515492550|04/07/2013|0000000000|COMISION             07191552D|600|0302|$0.00|$7.99|$869,666.87|42465| 

0515492550|04/07/2013|0000000000|IVA COMISION         07191552D|601|0302|$0.00|$1.28|$869,665.59|42466| 

0515492550|04/07/2013|0000000000|GAS METROPOLITANO    08934481C|060|0302|$45,203.12|$0.00|$914,868.71|42467| 

0515492550|04/07/2013|0000000000|COMISION             08934481C|600|0302|$0.00|$858.86|$914,009.85|42468| 

0515492550|04/07/2013|0000000000|IVA COMISION         08934481C|601|0302|$0.00|$137.42|$913,872.43|42469| 

0515492550|04/07/2013|0000000000|GAS METROPOLITANO    08934481C|060|0302|$2,333.13|$0.00|$916,205.56|42470|No. de Pagos 03     Tipo de Plan 03    Periodo de Gracia 00

0515492550|04/07/2013|0000000000|COMISION             08934481C|600|0302|$0.00|$44.33|$916,161.23|42471|No. de Pagos 03     Tipo de Plan 03    Periodo de Gracia 00

0515492550|04/07/2013|0000000000|IVA COMISION         08934481C|601|0302|$0.00|$7.09|$916,154.14|42472|No. de Pagos 03     Tipo de Plan 03    Periodo de Gracia 00

0515492550|04/07/2013|0000000000|COMISION PAGOS DIF.  08934481C|600|0302|$0.00|$96.13|$916,058.01|42473|No. de Pagos 03     Tipo de Plan 03    Periodo de Gracia 00

0515492550|04/07/2013|0000000000|IVA COMISION PAG.DIF 08934481C|601|0302|$0.00|$15.38|$916,042.63|42474|No. de Pagos 03     Tipo de Plan 03    Periodo de Gracia 00

0515492550|04/07/2013|0000000000|GAS METROPOLITANO    08934481D|060|0302|$3,669.66|$0.00|$919,712.29|42475| 

0515492550|04/07/2013|0000000000|COMISION             08934481D|600|0302|$0.00|$29.36|$919,682.93|42476| 

0515492550|04/07/2013|0000000000|IVA COMISION         08934481D|601|0302|$0.00|$4.70|$919,678.23|42477| 

0515492550|04/07/2013|0000000000|GAS METROPOLITANO    09083023C|060|0302|$172,375.78|$0.00|$1,092,054.01|42478| 

0515492550|04/07/2013|0000000000|COMISION             09083023C|600|0302|$0.00|$3,275.14|$1,088,778.87|42479| 

0515492550|04/07/2013|0000000000|IVA COMISION         09083023C|601|0302|$0.00|$524.02|$1,088,254.85|42480| 

0515492550|04/07/2013|0000000000|GAS METROPOLITANO    09083023D|060|0302|$111,144.47|$0.00|$1,199,399.32|42481| 

0515492550|04/07/2013|0000000000|COMISION             09083023D|600|0302|$0.00|$837.37|$1,198,561.95|42482| 

0515492550|04/07/2013|0000000000|IVA COMISION         09083023D|601|0302|$0.00|$133.98|$1,198,427.97|42483| 

0515492550|04/07/2013|0000000000|GAS METROPOLITANO    07192312C|060|0302|$1,803.02|$0.00|$1,200,230.99|42484| 

0515492550|04/07/2013|0000000000|COMISION             07192312C|600|0302|$0.00|$34.26|$1,200,196.73|42485| 

0515492550|04/07/2013|0000000000|IVA COMISION         07192312C|601|0302|$0.00|$5.48|$1,200,191.25|42486| 

0515492550|05/07/2013|0000000000|GAS METROPOLITANO I  07191552C|060|0302|$666.00|$0.00|$1,200,857.25|42487| 

0515492550|05/07/2013|0000000000|COMISION             07191552C|600|0302|$0.00|$12.65|$1,200,844.60|42488| 

0515492550|05/07/2013|0000000000|IVA COMISION         07191552C|601|0302|$0.00|$2.02|$1,200,842.58|42489| 

0515492550|05/07/2013|0000000000|GAS METROPOLITANO I  07191552D|060|0302|$499.50|$0.00|$1,201,342.08|42490| 

0515492550|05/07/2013|0000000000|COMISION             07191552D|600|0302|$0.00|$4.00|$1,201,338.08|42491| 

0515492550|05/07/2013|0000000000|IVA COMISION         07191552D|601|0302|$0.00|$0.64|$1,201,337.44|42492| 

0515492550|05/07/2013|0000000000|GAS METROPOLITANO    08934481C|060|0302|$22,786.95|$0.00|$1,224,124.39|42493| 

0515492550|05/07/2013|0000000000|COMISION             08934481C|600|0302|$0.00|$432.95|$1,223,691.44|42494| 

0515492550|05/07/2013|0000000000|IVA COMISION         08934481C|601|0302|$0.00|$69.27|$1,223,622.17|42495| 

0515492550|05/07/2013|0000000000|GAS METROPOLITANO    08934481C|060|0302|$2,530.80|$0.00|$1,226,152.97|42496|No. de Pagos 03     Tipo de Plan 03    Periodo de Gracia 00

0515492550|05/07/2013|0000000000|COMISION             08934481C|600|0302|$0.00|$48.09|$1,226,104.88|42497|No. de Pagos 03     Tipo de Plan 03    Periodo de Gracia 00

0515492550|05/07/2013|0000000000|IVA COMISION         08934481C|601|0302|$0.00|$7.69|$1,226,097.19|42498|No. de Pagos 03     Tipo de Plan 03    Periodo de Gracia 00

0515492550|05/07/2013|0000000000|COMISION PAGOS DIF.  08934481C|600|0302|$0.00|$104.27|$1,225,992.92|42499|No. de Pagos 03     Tipo de Plan 03    Periodo de Gracia 00

0515492550|05/07/2013|0000000000|IVA COMISION PAG.DIF 08934481C|601|0302|$0.00|$16.68|$1,225,976.24|42500|No. de Pagos 03     Tipo de Plan 03    Periodo de Gracia 00

0515492550|05/07/2013|0000000000|GAS METROPOLITANO    08934481D|060|0302|$299.70|$0.00|$1,226,275.94|42501| 

0515492550|05/07/2013|0000000000|COMISION             08934481D|600|0302|$0.00|$2.40|$1,226,273.54|42502| 

0515492550|05/07/2013|0000000000|IVA COMISION         08934481D|601|0302|$0.00|$0.38|$1,226,273.16|42503| 

0515492550|05/07/2013|0000000000|GAS METROPOLITANO    07192312C|060|0302|$21,320.01|$0.00|$1,247,593.17|42504| 

0515492550|05/07/2013|0000000000|COMISION             07192312C|600|0302|$0.00|$405.08|$1,247,188.09|42505| 

0515492550|05/07/2013|0000000000|IVA COMISION         07192312C|601|0302|$0.00|$64.81|$1,247,123.28|42506| 

0515492550|05/07/2013|0000000000|GAS METROPOLITANO    07192312D|060|0302|$20,159.26|$0.00|$1,267,282.54|42507| 

0515492550|05/07/2013|0000000000|COMISION             07192312D|600|0302|$0.00|$161.27|$1,267,121.27|42508| 

0515492550|05/07/2013|0000000000|IVA COMISION         07192312D|601|0302|$0.00|$25.80|$1,267,095.47|42509| 

0515492550|05/07/2013|0000000000|GAS METROPOLITANO    09083023C|060|0302|$150,477.79|$0.00|$1,417,573.26|42510| 

0515492550|05/07/2013|0000000000|COMISION             09083023C|600|0302|$0.00|$2,859.08|$1,414,714.18|42511| 

0515492550|05/07/2013|0000000000|IVA COMISION         09083023C|601|0302|$0.00|$457.45|$1,414,256.73|42512| 

0515492550|05/07/2013|0000000000|GAS METROPOLITANO    09083023D|060|0302|$105,815.08|$0.00|$1,520,071.81|42513| 

0515492550|05/07/2013|0000000000|COMISION             09083023D|600|0302|$0.00|$845.69|$1,519,226.12|42514| 

0515492550|05/07/2013|0000000000|IVA COMISION         09083023D|601|0302|$0.00|$135.31|$1,519,090.81|42515| 

0515492550|05/07/2013|0000000000|TRASPASO A CUENTA PROPIA|790|8846|$0.00|$1,515,000.00|$4,090.81|42516|IVA:00000000.00    , A LA CUENTA 0004686365, Traspaso Tpv a Concentr AL R.F.C. GME540707CD1

0515492550|08/07/2013|0000000000|GAS METROPOLITANO I  07191552C|060|0302|$900.00|$0.00|$4,990.81|42517| 

0515492550|08/07/2013|0000000000|COMISION             07191552C|600|0302|$0.00|$17.10|$4,973.71|42518| 

0515492550|08/07/2013|0000000000|IVA COMISION         07191552C|601|0302|$0.00|$2.74|$4,970.97|42519| 

0515492550|08/07/2013|0000000000|GAS METROPOLITANO I  07191552D|060|0302|$1,132.20|$0.00|$6,103.17|42520| 

0515492550|08/07/2013|0000000000|COMISION             07191552D|600|0302|$0.00|$9.06|$6,094.11|42521| 

0515492550|08/07/2013|0000000000|IVA COMISION         07191552D|601|0302|$0.00|$1.45|$6,092.66|42522| 

0515492550|08/07/2013|0000000000|GAS METROPOLITANO    07192312C|060|0302|$100,030.12|$0.00|$106,122.78|42523| 

0515492550|08/07/2013|0000000000|COMISION             07192312C|600|0302|$0.00|$1,900.57|$104,222.21|42524| 

0515492550|08/07/2013|0000000000|IVA COMISION         07192312C|601|0302|$0.00|$304.09|$103,918.12|42525| 

0515492550|08/07/2013|0000000000|GAS METROPOLITANO    07192312D|060|0302|$71,105.04|$0.00|$175,023.16|42526| 

0515492550|08/07/2013|0000000000|COMISION             07192312D|600|0302|$0.00|$568.84|$174,454.32|42527| 

0515492550|08/07/2013|0000000000|IVA COMISION         07192312D|601|0302|$0.00|$91.01|$174,363.31|42528| 

0515492550|08/07/2013|0000000000|GAS METROPOLITANO    08934481C|060|0302|$80,320.57|$0.00|$254,683.88|42529| 

0515492550|08/07/2013|0000000000|COMISION             08934481C|600|0302|$0.00|$1,526.09|$253,157.79|42530| 

0515492550|08/07/2013|0000000000|IVA COMISION         08934481C|601|0302|$0.00|$244.17|$252,913.62|42531| 

0515492550|08/07/2013|0000000000|GAS METROPOLITANO    08934481C|060|0302|$5,021.64|$0.00|$257,935.26|42532|No. de Pagos 03     Tipo de Plan 03    Periodo de Gracia 00

0515492550|08/07/2013|0000000000|COMISION             08934481C|600|0302|$0.00|$95.41|$257,839.85|42533|No. de Pagos 03     Tipo de Plan 03    Periodo de Gracia 00

0515492550|08/07/2013|0000000000|IVA COMISION         08934481C|601|0302|$0.00|$15.27|$257,824.58|42534|No. de Pagos 03     Tipo de Plan 03    Periodo de Gracia 00

0515492550|08/07/2013|0000000000|COMISION PAGOS DIF.  08934481C|600|0302|$0.00|$206.89|$257,617.69|42535|No. de Pagos 03     Tipo de Plan 03    Periodo de Gracia 00

0515492550|08/07/2013|0000000000|IVA COMISION PAG.DIF 08934481C|601|0302|$0.00|$33.10|$257,584.59|42536|No. de Pagos 03     Tipo de Plan 03    Periodo de Gracia 00

0515492550|08/07/2013|0000000000|GAS METROPOLITANO    08934481D|060|0302|$5,241.62|$0.00|$262,826.21|42537| 

0515492550|08/07/2013|0000000000|COMISION             08934481D|600|0302|$0.00|$41.93|$262,784.28|42538| 

0515492550|08/07/2013|0000000000|IVA COMISION         08934481D|601|0302|$0.00|$6.71|$262,777.57|42539| 

0515492550|08/07/2013|0000000000|GAS METROPOLITANO    09083023C|060|0302|$484,742.53|$0.00|$747,520.10|42540| 

0515492550|08/07/2013|0000000000|COMISION             09083023C|600|0302|$0.00|$9,210.11|$738,309.99|42541| 

0515492550|08/07/2013|0000000000|IVA COMISION         09083023C|601|0302|$0.00|$1,473.62|$736,836.37|42542| 

0515492550|08/07/2013|0000000000|GAS METROPOLITANO    09083023D|060|0302|$223,958.27|$0.00|$960,794.64|42543| 

0515492550|08/07/2013|0000000000|COMISION             09083023D|600|0302|$0.00|$1,783.19|$959,011.45|42544| 

0515492550|08/07/2013|0000000000|IVA COMISION         09083023D|601|0302|$0.00|$285.31|$958,726.14|42545| 

0515492550|08/07/2013|0000000000|GAS METROPOLITANO    09083023|602|0290|$0.00|$1,000.00|$957,726.14|42546|CONTRACARGO APLICADO AFIL. 09083023, TARJ.NO.4555********4594 F.TRANS.15-06-2013 NO.AUT.126263, FOLIO CLIENTE:0002013062700100, RAZON: 010 ACEPTA CARGO

0515492550|08/07/2013|0000000000|TRASPASO A CUENTA PROPIA|790|8846|$0.00|$950,000.00|$7,726.14|42547|IVA:00000000.00    , A LA CUENTA 0004686365, Traspaso Tpv a Concentr AL R.F.C. GME540707CD1

0515492550|08/07/2013|0000000000|GAS METROPOLITANO I  07191552D|060|0302|$999.99|$0.00|$8,726.13|42548| 

0515492550|08/07/2013|0000000000|COMISION             07191552D|600|0302|$0.00|$8.00|$8,718.13|42549| 

0515492550|08/07/2013|0000000000|IVA COMISION         07191552D|601|0302|$0.00|$1.28|$8,716.85|42550| 

0515492550|08/07/2013|0000000000|GAS METROPOLITANO    07192312C|060|0302|$1,066.20|$0.00|$9,783.05|42551| 

0515492550|08/07/2013|0000000000|COMISION             07192312C|600|0302|$0.00|$20.26|$9,762.79|42552| 

0515492550|08/07/2013|0000000000|IVA COMISION         07192312C|601|0302|$0.00|$3.24|$9,759.55|42553| 

0515492550|08/07/2013|0000000000|GAS METROPOLITANO    07192312D|060|0302|$1,900.00|$0.00|$11,659.55|42554| 

0515492550|08/07/2013|0000000000|COMISION             07192312D|600|0302|$0.00|$15.20|$11,644.35|42555| 

0515492550|08/07/2013|0000000000|IVA COMISION         07192312D|601|0302|$0.00|$2.43|$11,641.92|42556| 

0515492550|09/07/2013|0000000000|GAS METROPOLITANO    09083023C|060|0302|$205,758.94|$0.00|$217,400.86|42557| 

0515492550|09/07/2013|0000000000|COMISION             09083023C|600|0302|$0.00|$3,909.42|$213,491.44|42558| 

0515492550|09/07/2013|0000000000|IVA COMISION         09083023C|601|0302|$0.00|$625.51|$212,865.93|42559| 

0515492550|09/07/2013|0000000000|GAS METROPOLITANO    09083023D|060|0302|$95,422.70|$0.00|$308,288.63|42560| 

0515492550|09/07/2013|0000000000|COMISION             09083023D|600|0302|$0.00|$763.38|$307,525.25|42561| 

0515492550|09/07/2013|0000000000|IVA COMISION         09083023D|601|0302|$0.00|$122.14|$307,403.11|42562| 

0515492550|09/07/2013|0000000000|GAS METROPOLITANO I  07191552D|060|0302|$299.70|$0.00|$307,702.81|42563| 

0515492550|09/07/2013|0000000000|COMISION             07191552D|600|0302|$0.00|$2.40|$307,700.41|42564| 
